sample_id,core_id,site_name,region,sub_region,country_name,country_code,lat,long,alt,depth_start_cm,depth_end_cm,increment_length_cm,mid_increment_depth_cm,topographic_position,slope_position,slope_deg,material,geology,land_use,land_cover,crops,set,years_since_deforestation,BD_gcm3,TC_gkg,TN_gkg,CN_ratio,pH,TRB_gkg,CIA,ECEC_cmolckg,Ti_xrf_perc,Ti_xrf_perc_corrOC,Nb_xrf_ugg,Zr_Ti_ratio_xrf,Si_xrf_perc,Al_xrf_perc,Fe_xrf_perc,Fe_ox_perc,Fe_pyox_perc,Fe_pyoxdcb_perc,Al_ox_perc,Al_pyox_perc,Al_pyoxdcb_perc,Al_ar_gkg,Fe_ar_gkg,Ca_av_cmolckg,Mg_av_cmolckg,sum_bases_cmolckg,Ca_tot_gkg,Mg_tot_gkg,K_tot_gkg,P_tot_gkg,clay_perc,silt_perc,sand_perc
21_cod_ikul_profile14,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,420,450,30,435,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,2.227,0.434,5.13133640552995,4,1.05597014925373,98.9146808457696,2.35486749464523,1.448,1.4447753039999998,238.6,0.03994475138121547,13.83,14.24,11.81,0.4257253271574059,0.6462402483644063,9.20193066852557,0.30536850344489763,0.3229750990928996,7.167121159470474,57.9975124378109,117.605721393035,0.119707127675821,0.038482772705764,0.160378210654944,0.097014925373134,0.656716417910448,0.06592039800995,1.00124378109453,72.95056862058114,5.913973907751802,21.13545747166707
21_cod_ikul_profile15,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,450,480,30,465,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.911,0.53,3.60566037735849,3.98,1.38410463781139,98.737873373381,2.51614390525864,1.413,1.410299757,253.6,0.0432696390658174,12.26,12.55,11.79,1.088906747955219,0.4362865419812236,10.72547531489626,0.27907023512036727,0.38270198349902274,6.6003182749194735,70.5781039388947,128.269931606011,0.136106579771434,0.038405781496616,0.177246366500233,0.122310418850781,0.808746443013329,0.116070091358394,1.20438320603065,77.8181233271774,9.302462961124126,12.879413711698476
21_cod_ikul_profile16,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,480,520,40,500,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,2.271,0.545,4.16697247706422,3.97,1.24909974792942,98.7793881929392,2.6124549282252,1.471,1.4676593590000002,243.7,0.04120326308633582,13.63,14.57,11.86,0.6130842397851969,0.4601174798486602,10.357011360894536,0.279704068050291,0.41483967791278936,6.90013958533417,67.4063737846597,120.890099227784,0.153102885138813,0.032996258224317,0.186106051279427,0.110030808626415,0.71019885567959,0.128786060096827,1.13156683871484,76.5419895021155,8.129050209477816,15.328960288406686
21_cod_ikul_profile18,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,530,560,30,545,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.642,0.38,4.32105263157895,3.96,0.904960524355728,99.2167340977695,2.61910515135224,1.282,1.279894956,142.7,0.02569422776911076,13.02,12.24,14.8,0.5340107308901253,0.7552983805324196,12.238375066617897,0.2668298132733389,0.27637780015156793,8.305324997342176,67.4561795521128,137.848204975421,0.11296272230164,0.03845707469394,0.165225256359581,0.059585878146879,0.543721138090273,0.127861363523512,1.55792243904861,74.34652517244722,9.003649396849879,16.649825430702908
21_cod_ikul_profile19,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,560,590,30,575,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.223,0.261,4.68582375478927,3.98,2.27410017618928,99.7174008371753,4.5366016748428,1.302,1.300407654,151.2,0.02286482334869431,11.29,12.44,17.87,1.154349188102656,0.8442709018051268,12.577891773471896,0.3112036943847107,0.3599526485471017,8.529226331999363,82.2803926503901,200.962748552731,0.162728893663157,0.065838482565627,0.232631024241569,0.047822803926504,2.13692423861062,0.001258494840171,2.20865844450038,79.4231435509842,6.4930162312492,14.083840217766612
21_cod_ikul_profile20,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,590,620,30,605,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.071,0.345,3.10434782608696,4.03,3.05819983749787,99.3335194335097,3.77347384753867,1.767,1.7651075429999998,233.3,0.02486700622524051,13.38,14.1,14.27,0.5880826716884984,0.08444977481111886,13.895047484845383,0.17970411842549713,0.21416353283507084,6.952529470791259,94.6424451555306,136.7287418122,0.25283211947267,0.236157465404304,0.520379669298754,0.09780220882527,2.66824487666891,0.041377857579922,1.74915488860579,71.77521778613523,10.915454002141832,17.309328211722946
21_cod_ikul_profile21,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,620,650,30,635,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.005,0.302,3.32781456953642,4.21,4.41747572815534,99.3408729895234,4.26128964990789,1.993,1.990997035,264.5,0.02344204716507777,12.07,13.23,14.2,1.001030498727371,0.0228460548070526,14.448070439545967,0.05774170305428212,0.27945771755250415,7.380333937730921,89.0216579536968,136.837191934279,0.719669545344848,0.406682005173105,1.1428947943391,0.15932287776948,4.06771222305203,0.016181229773463,1.64924072691063,67.99169758063879,7.873842002139578,24.13446041722164
21_cod_ikul_profile22,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,650,680,30,665,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.115,0.296,3.76689189189189,4.13,2.94922659702692,99.2179347605924,4.47929415950137,1.529,1.527295165,198.2,0.02400915631131459,11.92,12.85,16,1.0109978132406598,0.4321148678149204,12.710508891846498,0.274405884776512,0.2855100326026793,6.479853619417675,70.3470269184412,134.950030132583,1.394869124627,0.764924628784554,2.18850999813474,0.223483326637204,2.54620329449578,0.016321815990358,1.55057251908397,73.64219393164329,8.305361646097493,18.052444422259203
21_cod_ikul_profile23,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,680,710,30,695,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.026,0.169,6.07100591715976,4.29,3.89528706599311,99.1951920168513,5.34058620446153,1.593,1.591365582,206.7,0.02376647834274953,13.42,14.04,12.99,0.2802684298787814,0.05755454897869078,12.7714822948094,0.11012133812941756,0.1219437089719756,6.131985355546214,81.7020487531072,120.285311923663,2.08564507046008,1.15920610863162,3.2935072681791,0.373366209606287,3.29263892229974,0.041345922540294,1.5974560981477,63.82617337638717,9.685596559965678,26.48823006364715
21_cod_ikul_profile24,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,710,740,30,725,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,1.473,0.286,5.15034965034965,4.35,2.22068545407337,98.9282266745458,4.30946679375613,1.565,1.562694755,198.5,0.02667731629392971,13.73,14.39,13.34,0.5506319306070401,0.38426723842115224,14.039498473053316,0.2266653678001432,0.2292713004067485,5.230280489497949,86.1436218019134,115.322105494418,2.04096311880743,1.4494132141191,3.54070712534312,0.347021110867004,1.52040184545327,0.103607022309213,1.5541053346382,74.8913707253043,5.768892380680516,19.33973689401518
21_cod_ikul_profile25,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,740,770,30,755,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,0.754,0.278,2.71223021582734,4.37,4.70809558838148,97.9405096501335,7.83876079619402,1.261,1.260049206,178.8,0.02446471054718477,15.34,15.19,10.73,0.17004575472725847,0.001,11.8027757535427,0.10179498329086732,0.001,3.796710541485028,76.6044056541879,90.9498697787232,3.3329880491844,3.5962628424763,7.01330565249768,0.618799578520448,3.56368913894908,0.053430485695541,1.38546491977972,68.66933406586494,7.568413344956739,23.762252589178317
21_cod_ikul_profile26,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,770,800,30,785,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,0.651,0.042,15.5,4.63,4.78873875229468,97.2424837222759,9.01059074702693,1.374,1.3731055260000002,192.9,0.02437409024745268,16.41,15.62,10.48,0.001,0.001,10.739319582304274,0.07770179171949679,0.001,3.6034063379897896,70.395337406081,83.8562199685014,3.72847378835403,4.72857733244406,8.54170046234013,0.699690029793253,3.42070681232257,0.091536509274028,1.38558688695617,69.89746485274088,10.039436745813298,20.06309840144582
21_cod_ikul_profile27,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,800,830,30,815,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,0.989,0.199,4.96984924623116,4.81,4.66205959101869,98.6343904200946,6.57861853851232,2.046,2.043976506,271.1,0.0230791788856305,13.44,13.94,15.39,1.0410668447552365,0.001,12.745496632686786,0.10987261574708364,0.07564739406935986,5.333959604548885,71.9338803615546,143.886364312858,2.36764407956134,4.11216462895038,6.55486802938438,0.456408068500898,3.86706618909185,0.053330290612877,0.812356752358935,73.73990359085606,5.555378154061969,20.704718255081968
21_cod_ikul_profile28,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,830,860,30,845,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,0.687,0.316,2.17405063291139,4.87,7.05985426098007,98.3197898143032,6.9419769644939,2.376,2.374367688,317.2,0.02172138047138047,14.63,14.72,15.58,0.11374577838205734,0.001,11.813479325468997,0.001,0.0761918847371047,4.779876085306854,63.0286514176793,136.859909856247,2.36143200914593,4.47600777452344,6.91835961509942,0.506314033833691,6.1402986260027,0.127819474227623,0.676326344214121,64.86762241586884,11.551918007082197,23.58045957704896
21_cod_ikul_profile29,21_cod_ikul_profileA,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614775,28.70496,1705,860,890,30,875,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,0.358,0.203,1.76354679802956,4.68985103991371,5.05157359193142,96.6896642391749,4.69916480771975,1.538,1.5374493960000002,227.1,0.02454486345903771,15.47,15.98,9.984,0.08624468650170111,0.001,10.229738695059462,0.001,0.06529958544021511,2.5982322750912816,59.3021635022252,74.2179332729318,1.59367826534327,2.9462720948118,4.67487625865248,0.358426507631498,3.76845647607005,0.252640906420813,1.4498850048288,66.19137695192055,9.474898160571689,24.33372488750777
21_cod_ikul_profile01B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,0,30,30,15,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,28.4585146998959,2.22953078647985,11.4675259076696,4.48,2.11917770992121,98.5545468783073,6.60809409172594,1.993301217432817,1.936574825435185,190.02257301559507,0.02883474400854499,14.7960583114596,13.281743303737208,10.73007015479525,1.0460542376123672,0.779088776505647,8.465606193269759,0.34819385473406084,0.5465955879305069,3.889374724742359,61.7294871231825,112.749734572331,3.5414263037319813,1.046227565578298,5.372805340172485,0.8242255511262434,0.9134486085222168,0.20079199791292807,0.8896605947617466,64.65020875660288,16.069183923219292,19.280607320177847
21_cod_ikul_profile02B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,30,60,30,45,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,28.7579957824015,2.32435245140111,11.1829009268966,4.41476264702023,1.77294768739582,98.7331936456323,3.90199960986528,1.927627127609564,1.8721924348037255,193.7248243023275,0.03022711984631634,13.3023275863451,12.8263946409721,11.43534136469624,0.7937436238115319,0.5762597229464187,8.378763959377585,0.364120854235944,0.5586366147122483,3.9537761204538806,75.3205088519809,114.59729166453,2.747588665883574,0.5461797542762813,3.1526165813943656,0.903813175502446,1.3032047597219727,0.2000631947172311,0.6400391374938137,65.43228717249694,14.352398968893818,20.21531385860925
21_cod_ikul_profile03B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,60,90,30,75,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,20.5271679031628,2.08411355734503,10.8907055293579,4.91091585544826,4.26693509706285,97.5947298491001,10.7695565196614,2.241496434279207,2.195484860618417,196.0115158463298,0.02514714253079987,15.1145559890148,13.12744915594588,11.535175762262424,0.07071774502063549,0.7035189429781683,6.818101486579988,0.29476521372172765,0.46845921282236136,4.660446803667814,71.2801373153277,111.949839682643,7.581579303787657,1.9467108454755273,10.5789220964021,1.729258360237983,1.8170968673542776,0.31422291867356494,1.1791881781125892,64.41391352760759,16.493148037005838,19.092938435386568
21_cod_ikul_profile04B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,90,120,30,105,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,25.0455948746859,1.69785839395296,11.6980303836334,5.11303884060883,3.71603519415001,97.8641852023802,11.4175136310657,2.058302146741154,2.0067507450441795,159.35360381377106,0.02891558830146796,14.7760972084704,12.957808244693748,11.581266718592648,0.9665909235988018,0.6495709101394713,8.931505861599101,0.5490004948203263,0.5507107863412586,4.589338182255249,61.4946988890536,114.297519919116,8.229049340287443,2.1733658307993324,11.55061515779232,2.452261082064431,1.292684947223416,0.5176449263498522,1.115043435096178,58.36407900903517,18.880538418526665,22.755382572438165
21_cod_ikul_profile05B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,120,150,30,135,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,17.8867422569909,1.28367241386879,11.3870374382598,5.12009165117981,4.14414259105554,97.8211099831043,7.96629908627981,2.076810138120003,2.039662770462745,184.56917183060543,0.02737974711736598,14.6191836396251,14.864384258088824,12.852220221819952,0.7124923245312594,0.4412707895950161,11.000544976781958,0.4677674793945638,0.5251987768510853,5.985992669723582,61.4849123822873,112.909842328491,5.741375099834559,2.033285198185456,8.220239765550664,1.7075016051241023,1.4526579671245696,0.3460628469400532,1.1492523351333683,64.7626302803908,16.206870717037948,19.03049900257125
21_cod_ikul_profile06B,21_cod_ikul_profileB,Ikulubi,bukavu,walungu,Democratic Republic of Congo,cod,-2.614913,28.704795,1705,150,180,30,165,profile,NA,NA,soil,mafic,NA,grass,NA,roadcut,> 60,NA,3.23564246315281,0.54919762494987,6.82112480047809,5.1875984953181,0.702794422854269,98.2181514797542,5.55470588977479,1.7017002083887465,1.6961941149349278,247.33200336102504,0.03054494733217188,12.5216624589229,13.469515759248573,12.887244153874306,0.6323163544553919,1.3294095371429917,7.514938887972784,0.3330930619170332,0.21793804926412672,5.444164524676508,76.6077495110396,119.381968010749,2.3667472108652823,0.2392589237125258,4.719208241986009,0.8537021466900327,0.916850799280069,0.15743192477622373,0.1108962295398946,79.4290410995712,8.341388659409684,12.229570241019104
22UGARWAPROFILE_0-10,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,0,10,10,5,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,58.4416795778057,4.56566464079096,12.8186204789961,5.68341945212752,7.60710977263073,98.6338343445264,17.34459183651,1.1268388242258325,1.0609844707245948,0.001,0.0375521933385667,16.2004876022611,11.023971315883117,8.442828310698532,0.2969583750488832,0.1156344118918409,5.761715630060681,0.39505819568273626,0.4870614457924681,2.838969070998142,38.4425388478871,76.5832442897573,10.526068824429348,3.757144182600525,15.344642536914646,2.7292236840664,1.2337384768801078,0.5930312871857507,0.3589598947068963,54.61651943266521,12.894801646587943,32.48867892074685
22UGARWAPROFILE_10-25,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,10,25,15,17.5,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,47.6749157389138,3.83067906464742,12.4486199535126,4.84443533037721,3.69487689987693,97.3196482332707,12.3793422865361,1.2070863718358955,1.149538630769028,43.69952607803305,0.04013779562566689,16.6927187881947,11.075684220205789,8.246315206101611,0.6817232044927568,0.18561590795344832,8.234084798409638,0.3729688621568596,0.5648625149825148,2.7577758283556033,30.9259858952432,78.7883138077113,6.374725670089061,2.881952844874239,9.263821532786778,1.5515993485231725,0.8708482050397304,0.5509594870773876,0.6866507450026134,63.64805113069886,13.744620690777836,22.607328178523296
22UGARWAPROFILE_25-52,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,25,52,27,38.5,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,29.09309855774,2.59331008054739,11.2229783700546,4.35142315495592,2.20920409818198,97.4242369045665,7.08466993951104,1.348236311695643,1.309011939800358,32.20719800094603,0.04735487164701543,17.6298997981819,12.240059779417368,8.161404270960581,0.45129511773745645,0.1068295080051219,9.240101136046682,0.237466006026754,0.42363620890490256,2.7120326836584936,30.7317130131514,71.7060889524395,2.5537919512054987,1.480834635664762,4.566639669682802,1.0101807539973642,0.9213980921908927,0.3585119941629329,0.6867017199642568,59.6284244495982,14.628458187473129,25.743117362928672
22UGARWAPROFILE_52-80,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,52,80,28,66,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,16.2074191457065,1.57719292726672,11.1880552735384,4.88984312911285,2.05600777112487,98.2488383164095,3.71363744925228,1.2259055735098996,1.206036808046967,20.25985628588657,0.04579655729054805,17.050546825386,13.397464349512962,9.728452704939755,0.6052798240056952,0.37225424214239816,8.75198211163343,0.25718610298793265,0.45311113585845103,3.335673094920344,39.3019661427354,83.6982804678987,2.1252720136194663,1.3932607892475666,2.4196090469279348,0.396099595714572,0.8494984790279272,0.11416853212833844,0.7056999197865581,58.33040191675021,21.552067564870654,20.11753051837913
22UGARWAPROFILE_80-110,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,80,110,30,95,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,12.4747648793711,1.20963678872728,9.32968192781684,5.14658950919741,2.64357672077153,98.0904730873253,3.98994667174427,1.2280378784772668,1.2127183946803013,45.02640197420491,0.04590694456965648,15.9675218269811,13.530614859552392,9.574119962370888,0.38729706821900256,0.4106498752092907,9.65085003585706,0.25330580699337546,0.45521619998594903,4.918405487474634,36.8503656712445,92.4796438182057,2.3643566905006232,1.5645335169217218,2.775009037866512,0.6705071378369533,0.9507770299346604,0.1279794510639404,0.7049048903100873,59.98729476364067,17.41207034251662,22.600634893842717
22UGARWAPROFILE_110-140,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,110,140,30,125,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,7.7085546383602,0.835700863545349,9.0825510205403,4.72858498674514,2.11202147747918,98.0982980388833,3.97637823721001,1.0485556715484308,1.0404728228629372,47.81798092422304,0.05343543554513906,18.0400638067351,12.902710146549698,9.06684708053498,0.3949263227216564,0.3155865093518459,8.139683560805551,0.22389394441320992,0.3471449127405055,4.501268528948369,38.7657821332978,84.2155195926152,2.4292674509372447,1.443816588160108,2.7240146984478772,0.33439994355383074,0.8828520510288359,0.09143650715372062,0.5568244885863022,62.785136111129056,12.75097329039527,24.463890598475675
22UGARWAPROFILE_140-170,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,140,170,30,155,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,5.60251485192765,0.420186017306364,8.22635975556811,5.35836827086547,2.88889798932631,98.2052319513819,7.00054184237813,1.017912272984508,1.012209404357153,48.929979613253025,0.05268248627277622,16.942038041991,14.0938949588777,9.51330678502019,0.6024914057797445,0.27531096649930537,8.35691133177494,0.24560527521879036,0.36701161789891223,5.40303423287093,34.363815310194,88.0018524476323,3.8418998803850872,1.7899542882246686,5.849741409090903,0.6802409757714946,1.2969878570715927,0.2008054556795139,0.5063455278661531,55.29396174546045,19.227874987355285,25.47816326718426
22UGARWAPROFILE_170-200,22_uga_rwa_profile,Rwamahonde,west fort portal,ntuntu,Uganda,uga,0.82595,30.52876,1365,170,200,30,185,roadcut,roadcut,NA,soil,felsic,grass & eucalyptus,eucalyptus,eucalyptus,roadcut,> 60,NA,4.77103581750388,0.499290728515958,7.574189208385,5.38649711656914,2.45606211670029,98.6469281005799,5.21710366341281,1.053217949628437,1.048193009067122,54.00331850157172,0.04801802183346727,16.7565209647653,14.053886629753388,8.560480765440454,0.4209318757456039,0.2989388612901536,8.3530900985361,0.1944669288926949,0.2999755451167145,4.40047519535881,31.2201762791713,94.0860774839093,2.552518879901097,1.6474337012204552,3.421937684582632,0.497965585362947,1.1575989934814688,0.2524173567912406,0.7102414288941572,64.04937385619584,13.780771845926736,22.16985429787743
22UGAKIGOPROFILE_0-10,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,0,10,10,5,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,35.5137793606588,3.30650919179505,11.2033927988993,4.83357409571438,3.16923850068393,97.5749039265574,12.6451157848099,1.0443974015601762,1.0073069026763228,80.22963567531706,0.04018916654610106,16.1337682489479,11.624175494344057,6.834225002545031,0.5187388819919474,0.4991397299773292,8.158517813257014,0.2633954037136389,0.4080609317619622,2.532848130448244,40.8410496096137,57.4359460419212,8.876882612780348,2.6038494954889364,11.68049423044748,1.4132258213072508,0.488310664465638,0.5035760874030304,0.6504817602118961,61.78296872495849,16.636871624250492,21.580159650791018
22UGAKIGOPROFILE_10-30,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,10,30,20,20,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,21.4048492653281,1.63140054999928,12.6405523911081,4.30288956930031,1.77772160855042,97.7545556689586,4.0140737315772,1.147924902848653,1.123353743335261,67.25605044776488,0.04607159252497896,16.9043649006677,12.973599459092004,7.102580561663427,0.8462141855444727,0.7840541153272973,7.42484086093025,0.3365338931991935,0.5821330401094104,3.3432588417165356,52.0960245664283,53.0495930805211,2.7702637301322284,0.6698016195872277,2.371516531716133,0.6605986065639409,0.7608473646351535,0.3159117345344009,0.72850078127996,53.43668125317052,16.762442066590392,29.80087668023908
22UGAKIGOPROFILE_30-60,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,30,60,30,45,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,12.3504262568901,1.19499875423184,11.100907996616,4.22811710227866,2.42140070533931,98.4998675008781,2.92071783767448,1.2200442120131665,1.204976145942552,99.22406959513212,0.04195646153392281,15.1547303741401,14.831756992603106,9.568064688136934,0.6567501235734735,0.775131473961434,7.695424825944335,0.3724124696050086,0.5450295409531881,3.852386187311162,60.8128565660817,83.1516548931937,1.686550859690087,0.8200618058443758,1.5230404905599817,0.13054175338226545,1.0069127761976715,0.22028187204308097,0.8955885248940474,65.05178660151175,9.066144911842503,25.88206848664575
22UGAKIGOPROFILE_60-90,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,60,90,30,75,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,8.87551244666897,0.92424906623368,8.51476931097588,4.23408160560047,2.72914111272917,98.248398242393,3.20258780919896,1.270994789611859,1.2597140595370075,157.74847687566358,0.04953276813982648,15.4072419567191,16.333627991654577,10.028485313399544,0.992589416187677,0.8077868197309116,9.130987421169506,0.3842909400430825,0.6803323092987068,5.540930665495037,61.6062224611757,83.4502021525683,2.1894982451345,0.6223450063511387,1.5596148094631386,0.08974902726252629,1.4569657948362231,0.12897208630662532,0.7188539583796593,64.48995276404938,9.780929230975683,25.729118004974936
22UGAKIGOPROFILE_90-130,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,90,130,40,110,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,9.01282090709358,0.627664591514926,8.84043847501686,4.66481314876267,2.75030885344345,99.0080358339652,3.29325246884346,1.2050749823926592,1.1942138573967354,125.56613802953504,0.04023681257648633,15.2083058104864,15.80943042462394,9.564725801263062,0.7556573075966734,0.8170440544270657,9.097361978257007,0.3496222710794836,0.6177899823205778,4.931302089470431,62.5522537028786,94.8780064774678,1.7546598331426555,0.4366485341552443,1.606954752235602,0.4541102902314746,1.4203648382605882,0.01700722582296282,1.0277183109253931,68.42657756056907,9.906266528146572,21.667155911284347
22UGAKIGOPROFILE_130-150,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,130,150,20,140,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,6.74263869208809,0.475276678025886,8.11858078597687,4.64061412531916,2.63536246255928,99.1104490454806,4.60669001269697,1.1343561938069453,1.1267076398439726,113.35138388080485,0.04472188612252698,14.0806906048236,15.588097679173211,10.231042907245444,0.8225350843209062,0.5381427076796736,9.534181093596288,0.3353409148888207,0.5793856383627178,5.314222416912264,60.2298972281508,96.2986312291986,2.5724014601499223,0.5250690049807272,2.9458257365011433,0.09567030568984278,1.3982711597082478,0.2146495307808989,1.062885814872757,68.19767925981716,8.617365414843363,23.184955325339473
22UGAKIGOPROFILE_150-190,22_uga_kigo_profile,Kigoyera,west fort portal,ntuntu,Uganda,uga,0.85079,30.54551,1355,150,190,40,170,roadcut,roadcut,NA,soil,felsic,cropland,cropland,maize,roadcut,10–20,NA,5.07387779859747,0.63445777645765,8.65047933574298,4.83906251335143,1.46772980687349,99.4515474694715,2.90962674943941,1.2972449838925189,1.2906629213694043,98.19862122014209,0.04143738266756402,14.5431194058238,15.087279515769652,11.633270044951706,1.0518003227222317,0.7714745070945391,9.776746631869656,0.3286534602690065,0.5837698204102145,6.29160141451509,54.6954324507213,112.613344274763,0.4637740846669045,0.6335170664247708,1.1282267115655464,0.001,1.1745312072583731,0.001,1.1344465712486718,67.7602930202034,12.77074734057189,19.46895963922472
